order_placed,order_delivered
1560,2022-08-08 21:37:24.909361271,2022-08-08 22:22:14.655699
1561,2022-08-08 21:38:34.694759189,2022-08-08 22:27:43.059108
1562,2022-08-08 21:44:35.498524448,2022-08-08 22:25:34.669205
1563,2022-08-08 21:46:01.009794316,2022-08-08 22:29:48.097139
1564,2022-08-08 21:46:34.926307404,2022-08-08 22:33:43.318960
1565,2022-08-08 21:46:46.351749103,2022-08-08 22:35:43.213635
1566,2022-08-08 21:47:25.571367588,2022-08-08 22:31:20.630223
1567,2022-08-08 21:49:23.971363077,2022-08-08 22:38:24.847591
1568,2022-08-08 21:54:11.824265612,2022-08-08 22:42:36.194681
1569,2022-08-08 21:55:57.185150069,2022-08-08 22:42:18.827377
1570,2022-08-08 21:56:31.993442855,2022-08-08 22:46:57.210963
1571,2022-08-08 21:57:51.398032124,2022-08-08 22:49:23.021632
1572,2022-08-08 21:57:59.619897562,2022-08-08 22:49:26.202199
1573,2022-08-09 08:05:09.371743081,2022-08-09 08:17:51.091352
1574,2022-08-09 09:28:15.883681164,2022-08-09 09:43:22.450289
1575,2022-08-09 09:59:49.567910986,2022-08-09 10:14:31.039883
1576,2022-08-09 10:07:37.238788743,2022-08-09 10:22:08.810406
1577,2022-08-09 10:10:04.302973560,2022-08-09 10:39:17.938867
1578,2022-08-09 10:13:12.693261737,2022-08-09 10:44:23.899755
1579,2022-08-09 10:22:08.797204923,2022-08-09 11:06:07.060513
1580,2022-08-09 10:28:02.402869955,2022-08-09 11:09:35.097773
1581,2022-08-09 10:35:34.886952918,2022-08-09 11:13:24.060879
1582,2022-08-09 10:38:10.060998940,2022-08-09 11:15:37.488711
1583,2022-08-09 10:39:03.236110179,2022-08-09 11:37:16.880742
1584,2022-08-09 10:40:36.841465726,2022-08-09 11:37:20.122413
1585,2022-08-09 10:52:27.037717757,2022-08-09 11:42:07.379615
1586,2022-08-09 11:31:21.656164980,2022-08-09 11:45:15.217991
1587,2022-08-09 11:53:30.949818277,2022-08-09 12:09:38.196554
1588,2022-08-09 12:08:02.103903970,2022-08-09 12:26:10.107260
1589,2022-08-09 12:09:08.630033994,2022-08-09 12:25:30.687680
1590,2022-08-09 12:17:10.165630617,2022-08-09 12:34:12.806760
1591,2022-08-09 12:19:53.876925493,2022-08-09 12:31:41.811638
1592,2022-08-09 12:26:02.675883785,2022-08-09 12:40:46.527066
1593,2022-08-09 12:27:18.384362992,2022-08-09 12:39:23.096786
1594,2022-08-09 12:29:46.582459903,2022-08-09 12:43:07.544611
1595,2022-08-09 12:35:38.285437206,2022-08-09 12:52:00.514381
1596,2022-08-09 12:37:58.050307087,2022-08-09 12:52:19.933355
1597,2022-08-09 12:51:49.883454668,2022-08-09 13:06:00.015358
1598,2022-08-09 12:53:56.125566816,2022-08-09 13:10:32.217248
1599,2022-08-09 12:55:42.765783413,2022-08-09 13:09:57.771439
1600,2022-08-09 13:22:16.469184132,2022-08-09 13:36:17.278860
1601,2022-08-09 13:39:25.712649889,2022-08-09 13:54:37.284820
1602,2022-08-09 13:41:34.730249173,2022-08-09 13:57:59.727339
1603,2022-08-09 13:56:26.376361323,2022-08-09 14:11:25.829772
1604,2022-08-09 14:12:18.228252316,2022-08-09 14:27:05.907102
1605,2022-08-09 14:17:08.669964475,2022-08-09 14:29:03.461321
1606,2022-08-09 14:18:08.116901560,2022-08-09 14:31:49.733111
1607,2022-08-09 14:19:14.828120761,2022-08-09 14:30:25.465929
1608,2022-08-09 14:48:25.755985738,2022-08-09 15:03:03.183182
1609,2022-08-09 14:50:15.440732095,2022-08-09 15:03:29.824550
1610,2022-08-09 15:24:33.626986026,2022-08-09 15:39:24.813497
1611,2022-08-09 15:41:02.158187497,2022-08-09 15:52:46.865237
1612,2022-08-09 16:02:14.012087391,2022-08-09 16:16:35.730071
1613,2022-08-09 16:07:25.743338094,2022-08-09 16:21:22.715725
1614,2022-08-09 16:45:55.663952216,2022-08-09 16:58:45.022813
1615,2022-08-09 16:48:35.431605781,2022-08-09 17:04:31.554974
1616,2022-08-09 16:48:56.452824557,2022-08-09 17:10:18.348041
1617,2022-08-09 16:59:43.030758832,2022-08-09 17:11:49.724730
1618,2022-08-09 17:00:48.244907691,2022-08-09 17:13:10.630494
1619,2022-08-09 17:10:47.493766436,2022-08-09 17:27:00.843298
1620,2022-08-09 17:15:53.479184595,2022-08-09 17:30:00.506834
1621,2022-08-09 17:24:36.199965962,2022-08-09 17:37:01.078332
1622,2022-08-09 17:25:02.349609642,2022-08-09 17:38:58.624606
1623,2022-08-09 17:26:18.583059656,2022-08-09 17:42:26.399358
1624,2022-08-09 17:27:58.012725910,2022-08-09 17:42:55.730680
1625,2022-08-09 17:35:42.584945925,2022-08-09 17:47:23.270709
1626,2022-08-09 17:36:22.680505060,2022-08-09 17:49:52.128677
1627,2022-08-09 17:39:30.760727188,2022-08-09 17:53:22.907707
1628,2022-08-09 17:47:43.229172953,2022-08-09 17:58:55.902615
1629,2022-08-09 17:49:56.947106304,2022-08-09 18:02:29.518002
1630,2022-08-09 17:51:43.950740221,2022-08-09 18:05:35.117768
1631,2022-08-09 17:51:46.822281379,2022-08-09 18:08:47.745905
1632,2022-08-09 17:53:13.981125436,2022-08-09 18:05:23.530070
1633,2022-08-09 17:54:32.581690055,2022-08-09 18:08:48.636219
1634,2022-08-09 18:08:15.810802506,2022-08-09 18:25:15.454137
1635,2022-08-09 18:15:51.736849134,2022-08-09 18:32:18.484037
1636,2022-08-09 18:18:34.619609472,2022-08-09 18:30:49.952398
1637,2022-08-09 18:21:31.970643853,2022-08-09 18:35:48.722256
1638,2022-08-09 18:27:10.432417928,2022-08-09 18:43:11.788108
1639,2022-08-09 18:28:19.639958259,2022-08-09 18:39:34.579454
1640,2022-08-09 18:28:55.858324926,2022-08-09 18:41:45.218486
1641,2022-08-09 18:40:58.134328195,2022-08-09 18:55:55.803651
1642,2022-08-09 18:41:32.792727824,2022-08-09 18:57:36.510457
1643,2022-08-09 18:44:57.062289243,2022-08-09 18:59:04.470560
1644,2022-08-09 18:52:37.436142993,2022-08-09 19:08:29.538944
1645,2022-08-09 19:00:30.836397270,2022-08-09 19:15:55.169814
1646,2022-08-09 19:03:44.906664702,2022-08-09 19:16:32.703314
1647,2022-08-09 19:07:17.121941200,2022-08-09 19:19:45.284531
1648,2022-08-09 19:15:27.498215212,2022-08-09 19:31:18.604767
1649,2022-08-09 19:20:22.707821114,2022-08-09 19:34:16.572146
1650,2022-08-09 19:22:42.710255295,2022-08-09 19:36:42.548932
1651,2022-08-09 19:23:59.494610097,2022-08-09 19:36:16.137087
1652,2022-08-09 19:27:06.790551767,2022-08-09 19:40:54.758011
1653,2022-08-09 19:30:31.600648529,2022-08-09 19:44:04.884000
1654,2022-08-09 19:30:51.218233170,2022-08-09 19:47:56.419972
1655,2022-08-09 19:33:52.301414400,2022-08-09 19:46:51.716165
1656,2022-08-09 19:35:55.981443525,2022-08-09 19:53:19.455983
1657,2022-08-09 19:37:51.194304356,2022-08-09 19:50:14.342898
1658,2022-08-09 19:39:41.401311175,2022-08-09 19:55:09.697903
1659,2022-08-09 19:45:15.667759127,2022-08-09 20:01:33.974267
1660,2022-08-09 19:46:19.697940221,2022-08-09 19:59:11.209499
1661,2022-08-09 19:49:01.585655360,2022-08-09 19:58:35.299119
1662,2022-08-09 19:50:37.287165616,2022-08-09 20:05:24.186375
1663,2022-08-09 19:53:08.248438565,2022-08-09 20:08:52.773656
1664,2022-08-09 19:56:10.269070387,2022-08-09 20:11:03.797426
1665,2022-08-09 19:56:58.930934698,2022-08-09 20:10:56.125884
1666,2022-08-09 20:05:06.927968996,2022-08-09 20:18:31.538827
1667,2022-08-09 20:11:07.670668367,2022-08-09 20:26:26.686819
1668,2022-08-09 20:15:11.148290719,2022-08-09 20:28:29.564962
1669,2022-08-09 20:28:53.917122891,2022-08-09 20:42:59.458920
1670,2022-08-09 20:38:42.236514215,2022-08-09 20:52:11.746950
1671,2022-08-09 20:59:21.450992209,2022-08-09 21:12:17.501608
1672,2022-08-09 21:17:47.256683208,2022-08-09 21:32:35.225149
1673,2022-08-09 21:17:59.335987012,2022-08-09 21:32:39.750477
1674,2022-08-09 21:26:58.469838000,2022-08-09 21:44:05.161965
1675,2022-08-09 21:32:43.048368117,2022-08-09 21:42:41.170419
1676,2022-08-09 21:39:55.724657823,2022-08-09 21:53:22.905399
1677,2022-08-09 21:41:53.923620077,2022-08-09 21:53:54.764143
1678,2022-08-09 21:50:55.892246738,2022-08-09 22:07:13.843086
1679,2022-08-10 08:18:53.022873562,2022-08-10 08:34:54.949891
1680,2022-08-10 08:47:10.434320779,2022-08-10 09:00:22.280322
1681,2022-08-10 08:49:51.213807820,2022-08-10 09:06:02.470975
1682,2022-08-10 09:13:07.156029872,2022-08-10 09:23:56.924310
1683,2022-08-10 09:29:09.930661696,2022-08-10 09:43:56.989759
1684,2022-08-10 09:41:26.402299799,2022-08-10 09:53:35.353572
1685,2022-08-10 09:43:06.876669070,2022-08-10 10:07:37.424945
1686,2022-08-10 10:06:03.908005040,2022-08-10 10:20:55.536915
1687,2022-08-10 10:24:50.717117371,2022-08-10 10:39:09.940127
1688,2022-08-10 10:32:39.667910318,2022-08-10 10:43:55.362241
1689,2022-08-10 10:33:40.178446330,2022-08-10 11:03:00.791202
1690,2022-08-10 10:40:11.265776954,2022-08-10 11:06:23.880265
1691,2022-08-10 10:55:24.531107396,2022-08-10 11:12:07.166238
1692,2022-08-10 11:00:03.340774733,2022-08-10 11:14:33.381158
1693,2022-08-10 11:02:23.023491472,2022-08-10 11:28:18.297816
1694,2022-08-10 11:10:22.392284334,2022-08-10 11:31:24.254126
1695,2022-08-10 11:11:01.940405323,2022-08-10 11:38:18.878304
1696,2022-08-10 11:13:51.782736774,2022-08-10 11:40:10.727164
1697,2022-08-10 11:18:45.796549263,2022-08-10 11:53:42.977502
1698,2022-08-10 11:20:03.181628350,2022-08-10 11:54:17.454278
1699,2022-08-10 11:20:27.216691239,2022-08-10 12:03:44.663245
1700,2022-08-10 11:30:20.108277437,2022-08-10 12:04:46.002630
1701,2022-08-10 11:44:30.356361791,2022-08-10 12:15:18.687270
1702,2022-08-10 11:53:06.244008238,2022-08-10 12:12:19.885074
1703,2022-08-10 11:58:46.400650311,2022-08-10 12:15:09.683660
1704,2022-08-10 12:10:15.297413164,2022-08-10 12:20:56.268967
1705,2022-08-10 12:16:32.153525112,2022-08-10 12:30:33.309974
1706,2022-08-10 12:16:41.154973487,2022-08-10 12:29:31.336730
1707,2022-08-10 12:19:15.750641293,2022-08-10 12:31:37.909944
1708,2022-08-10 12:19:48.211260090,2022-08-10 12:35:10.014351
1709,2022-08-10 12:23:31.952383193,2022-08-10 12:45:22.104442
1710,2022-08-10 12:29:32.992052343,2022-08-10 12:47:06.593357
1711,2022-08-10 12:35:33.009060136,2022-08-10 12:53:04.404045
1712,2022-08-10 12:39:28.305284870,2022-08-10 12:54:39.582693
1713,2022-08-10 12:40:19.181700490,2022-08-10 12:55:28.739487
1714,2022-08-10 12:47:36.376631099,2022-08-10 13:01:45.668128
1715,2022-08-10 12:57:20.680948430,2022-08-10 13:12:01.516308
1716,2022-08-10 13:06:01.479234008,2022-08-10 13:24:23.648600
1717,2022-08-10 13:22:47.131072729,2022-08-10 13:37:37.931156
1718,2022-08-10 13:25:46.188506784,2022-08-10 13:41:27.022107
1719,2022-08-10 13:25:56.803810204,2022-08-10 13:39:59.868097
1720,2022-08-10 14:03:53.917402348,2022-08-10 14:15:39.835832
1721,2022-08-10 14:31:09.182582698,2022-08-10 14:43:59.924272
1722,2022-08-10 14:31:09.621081654,2022-08-10 14:44:22.622401
1723,2022-08-10 14:38:29.726349347,2022-08-10 14:52:43.176837
1724,2022-08-10 14:40:56.906943737,2022-08-10 14:55:02.360084
1725,2022-08-10 14:51:32.024683917,2022-08-10 15:02:58.006119
1726,2022-08-10 14:57:57.839653491,2022-08-10 15:15:01.028331
1727,2022-08-10 14:59:19.567316403,2022-08-10 15:09:22.190527
1728,2022-08-10 15:06:17.882293824,2022-08-10 15:21:51.000342
1729,2022-08-10 15:14:57.307241194,2022-08-10 15:30:10.289616
1730,2022-08-10 15:20:55.817397361,2022-08-10 15:38:17.307757
1731,2022-08-10 15:21:11.487160423,2022-08-10 15:32:26.412767
1732,2022-08-10 15:22:57.503971321,2022-08-10 15:38:48.679181
1733,2022-08-10 15:38:06.827696899,2022-08-10 15:52:54.816073
1734,2022-08-10 15:40:46.747354873,2022-08-10 15:56:56.749223
1735,2022-08-10 15:56:42.298627213,2022-08-10 16:10:01.287117
1736,2022-08-10 16:04:15.232445531,2022-08-10 16:17:54.368027
1737,2022-08-10 16:18:22.431221816,2022-08-10 16:32:09.767437
1738,2022-08-10 16:25:56.798164956,2022-08-10 16:37:22.149425
1739,2022-08-10 16:29:32.730016163,2022-08-10 16:44:38.605704
1740,2022-08-10 16:34:04.372417735,2022-08-10 16:50:49.825784
1741,2022-08-10 16:34:41.891856771,2022-08-10 16:47:39.408555
1742,2022-08-10 16:36:31.579950258,2022-08-10 16:51:00.472837
1743,2022-08-10 16:45:06.412899739,2022-08-10 17:02:16.472257
1744,2022-08-10 16:50:37.082635920,2022-08-10 17:04:48.074821
1745,2022-08-10 16:59:43.293793153,2022-08-10 17:14:59.504708
1746,2022-08-10 17:01:30.595094289,2022-08-10 17:13:17.782672
1747,2022-08-10 17:04:37.742564989,2022-08-10 17:20:51.423488
1748,2022-08-10 17:10:16.187330636,2022-08-10 17:22:33.002675
1749,2022-08-10 17:11:58.386647435,2022-08-10 17:26:00.160070
1750,2022-08-10 17:18:41.580156980,2022-08-10 17:34:36.548590
1751,2022-08-10 17:21:18.849862054,2022-08-10 17:38:48.651466
1752,2022-08-10 17:23:44.322670413,2022-08-10 17:42:29.696346
1753,2022-08-10 17:28:22.146302562,2022-08-10 17:40:48.182264
1754,2022-08-10 17:28:30.217507422,2022-08-10 17:45:03.107075
1755,2022-08-10 17:29:37.011277874,2022-08-10 17:41:52.198013
1756,2022-08-10 17:30:50.776540423,2022-08-10 17:42:02.242851
1757,2022-08-10 17:31:48.411936047,2022-08-10 17:46:06.297900
1758,2022-08-10 17:33:17.451009222,2022-08-10 17:49:50.978778
1759,2022-08-10 17:34:26.240718615,2022-08-10 17:49:12.455490
1760,2022-08-10 17:35:49.618650230,2022-08-10 17:59:53.862105
1761,2022-08-10 17:38:12.234883754,2022-08-10 18:05:31.316871
1762,2022-08-10 17:47:26.163673366,2022-08-10 18:02:55.291918
1763,2022-08-10 18:04:49.986933748,2022-08-10 18:16:16.395912
1764,2022-08-10 18:19:52.182648154,2022-08-10 18:30:41.570501
1765,2022-08-10 18:20:13.209342952,2022-08-10 18:36:03.169896
1766,2022-08-10 18:22:10.671307392,2022-08-10 18:34:13.032090
1767,2022-08-10 18:23:28.180340357,2022-08-10 18:35:40.378004
1768,2022-08-10 18:28:54.523399778,2022-08-10 18:41:37.819285
1769,2022-08-10 18:33:55.647960175,2022-08-10 18:47:34.714807
1770,2022-08-10 18:36:27.260585089,2022-08-10 18:51:35.425571
1771,2022-08-10 18:37:52.375721518,2022-08-10 18:50:57.674074
1772,2022-08-10 18:38:14.072272920,2022-08-10 18:52:37.510893
1773,2022-08-10 18:40:03.204547881,2022-08-10 18:54:44.753666
1774,2022-08-10 18:40:14.257743323,2022-08-10 18:51:47.251398
1775,2022-08-10 18:41:15.101215362,2022-08-10 19:00:15.422659
1776,2022-08-10 18:45:13.321779325,2022-08-10 18:59:09.936037
1777,2022-08-10 18:45:22.615411348,2022-08-10 19:01:43.905442
1778,2022-08-10 18:48:24.302599413,2022-08-10 19:05:50.960501
1779,2022-08-10 18:58:10.894019636,2022-08-10 19:11:34.254831
1780,2022-08-10 18:59:51.525202615,2022-08-10 19:17:17.799432
1781,2022-08-10 19:01:53.170510531,2022-08-10 19:12:27.863726
1782,2022-08-10 19:02:21.972148490,2022-08-10 19:18:42.137062
1783,2022-08-10 19:03:36.001789505,2022-08-10 19:15:41.465948
1784,2022-08-10 19:07:37.735433425,2022-08-10 19:19:08.572112
1785,2022-08-10 19:09:24.856279615,2022-08-10 19:28:28.307602
1786,2022-08-10 19:16:18.214288382,2022-08-10 19:26:36.287567
1787,2022-08-10 19:18:07.075128355,2022-08-10 19:32:06.984270
1788,2022-08-10 19:21:49.510106291,2022-08-10 19:37:14.384184
1789,2022-08-10 19:23:39.802705264,2022-08-10 19:36:57.788410
1790,2022-08-10 19:28:49.384965555,2022-08-10 19:42:57.741662
1791,2022-08-10 19:31:01.722558104,2022-08-10 19:45:32.414518
1792,2022-08-10 19:31:58.452186371,2022-08-10 19:46:09.141800
1793,2022-08-10 19:37:44.749883444,2022-08-10 19:49:32.125497
1794,2022-08-10 19:39:54.052778090,2022-08-10 19:54:15.825399
1795,2022-08-10 19:40:38.693161280,2022-08-10 19:56:28.503925
1796,2022-08-10 19:42:40.932712465,2022-08-10 19:59:14.488725
1797,2022-08-10 19:43:37.948561262,2022-08-10 20:00:25.879637
1798,2022-08-10 19:44:00.036164100,2022-08-10 19:56:57.813122
1799,2022-08-10 19:49:44.353106549,2022-08-10 20:03:28.183194
1800,2022-08-10 19:50:02.755542695,2022-08-10 20:06:26.355749
1801,2022-08-10 19:50:15.100195392,2022-08-10 20:06:17.178499
1802,2022-08-10 19:53:31.571062401,2022-08-10 20:04:08.008312
1803,2022-08-10 19:55:57.026550818,2022-08-10 20:08:49.264363
1804,2022-08-10 19:56:12.031190197,2022-08-10 20:10:27.537759
1805,2022-08-10 19:57:36.261885786,2022-08-10 20:08:11.041213
1806,2022-08-10 19:58:15.647051027,2022-08-10 20:23:20.516258
1807,2022-08-10 20:05:41.893796794,2022-08-10 20:18:31.002738
1808,2022-08-10 20:10:18.130695758,2022-08-10 20:22:31.908878
1809,2022-08-10 20:18:10.280122924,2022-08-10 20:39:09.520373
1810,2022-08-10 20:25:51.569479412,2022-08-10 20:36:56.852698
1811,2022-08-10 20:32:47.093552654,2022-08-10 21:01:27.044688
1812,2022-08-10 20:35:12.892309104,2022-08-10 20:48:27.657250
1813,2022-08-10 20:36:44.901973051,2022-08-10 20:51:09.168252
1814,2022-08-10 20:36:51.017182386,2022-08-10 20:50:22.598784
1815,2022-08-10 20:48:05.201561964,2022-08-10 21:01:01.273908
1816,2022-08-10 20:49:25.947455387,2022-08-10 21:04:58.321494
1817,2022-08-10 20:51:42.701895561,2022-08-10 21:07:18.338390
1818,2022-08-10 20:55:00.602206579,2022-08-10 21:09:41.328486
1819,2022-08-10 20:56:53.369327082,2022-08-10 21:11:21.840351
1820,2022-08-10 21:01:54.089383199,2022-08-10 21:14:44.203798
1821,2022-08-10 21:04:49.870348828,2022-08-10 21:17:48.836707
1822,2022-08-10 21:05:19.507326680,2022-08-10 21:22:05.268689
1823,2022-08-10 21:08:35.604232887,2022-08-10 21:22:03.557238
1824,2022-08-10 21:10:36.697603864,2022-08-10 21:24:03.604333
1825,2022-08-10 21:13:08.771164495,2022-08-10 21:30:09.877271
1826,2022-08-10 21:15:02.154771790,2022-08-10 21:25:39.029943
1827,2022-08-10 21:15:31.975910234,2022-08-10 21:31:43.411483
1828,2022-08-10 21:15:49.805298299,2022-08-10 21:33:54.429435
1829,2022-08-10 21:18:31.466751927,2022-08-10 21:34:34.595314
1830,2022-08-10 21:20:29.644489159,2022-08-10 21:36:14.513295
1831,2022-08-10 21:22:41.603454313,2022-08-10 21:39:06.700408
1832,2022-08-10 21:36:14.477980348,2022-08-10 21:49:43.117688
1833,2022-08-10 21:42:21.253757204,2022-08-10 21:54:06.395783
1834,2022-08-10 21:50:48.649475394,2022-08-10 22:08:12.756775
1835,2022-08-10 21:54:35.010521530,2022-08-10 22:09:41.996284
1836,2022-08-10 21:58:25.375247146,2022-08-10 22:13:51.403453
1837,2022-08-11 08:03:29.964262719,2022-08-11 08:18:54.884555
1838,2022-08-11 08:06:59.819123289,2022-08-11 08:22:06.928691
1839,2022-08-11 08:18:31.054900854,2022-08-11 08:43:17.732103
1840,2022-08-11 08:26:17.672507576,2022-08-11 08:51:12.949423
1841,2022-08-11 08:34:40.291702663,2022-08-11 09:03:21.028194
1842,2022-08-11 08:47:23.817488724,2022-08-11 09:18:55.524000
1843,2022-08-11 08:53:24.429178838,2022-08-11 09:23:51.581634
1844,2022-08-11 09:03:26.114586684,2022-08-11 09:44:47.645001
1845,2022-08-11 09:15:51.443727681,2022-08-11 09:46:54.046716
1846,2022-08-11 09:23:56.367210331,2022-08-11 10:07:49.731039
1847,2022-08-11 09:31:04.011585151,2022-08-11 10:09:51.617800
1848,2022-08-11 09:35:37.884423663,2022-08-11 10:30:09.676253
1849,2022-08-11 09:36:46.044559692,2022-08-11 10:31:39.869979
1850,2022-08-11 09:38:34.433110537,2022-08-11 10:51:18.373885
1851,2022-08-11 09:45:01.427491742,2022-08-11 10:55:31.336674
1852,2022-08-11 09:46:19.403608841,2022-08-11 11:11:54.861511
1853,2022-08-11 10:02:53.136832558,2022-08-11 11:12:59.158923
1854,2022-08-11 10:13:47.965121342,2022-08-11 11:10:03.166785
1855,2022-08-11 10:47:33.260791524,2022-08-11 11:19:45.762763
1856,2022-08-11 10:53:12.158886315,2022-08-11 11:30:08.164495
1857,2022-08-11 10:53:38.782491574,2022-08-11 11:40:32.057980
1858,2022-08-11 11:21:35.060388806,2022-08-11 11:41:01.641253
1859,2022-08-11 11:22:22.816794441,2022-08-11 11:44:29.720491
1860,2022-08-11 11:25:35.354531811,2022-08-11 11:54:39.038854
1861,2022-08-11 11:32:47.385571065,2022-08-11 12:10:27.882657
1862,2022-08-11 11:33:36.887888816,2022-08-11 12:11:29.120619
1863,2022-08-11 11:38:54.220880908,2022-08-11 12:10:27.026223
1864,2022-08-11 12:00:02.022395587,2022-08-11 12:12:48.303491
1865,2022-08-11 12:02:24.893866969,2022-08-11 12:13:22.854960
1866,2022-08-11 12:03:38.270259494,2022-08-11 12:17:13.884516
1867,2022-08-11 12:12:41.162472350,2022-08-11 12:27:14.824785
1868,2022-08-11 12:23:08.040290594,2022-08-11 12:38:28.562325
1869,2022-08-11 12:26:33.796147557,2022-08-11 12:39:05.377210
1870,2022-08-11 12:32:20.101087265,2022-08-11 12:49:16.787278
1871,2022-08-11 12:32:49.692276403,2022-08-11 12:47:08.143461
1872,2022-08-11 12:41:32.153721582,2022-08-11 12:54:25.154984
1873,2022-08-11 12:48:19.319116213,2022-08-11 13:01:41.422004
1874,2022-08-11 12:55:54.046172003,2022-08-11 13:11:23.478836
1875,2022-08-11 13:03:56.301282398,2022-08-11 13:18:23.539693
1876,2022-08-11 13:06:50.438165402,2022-08-11 13:23:17.707904
1877,2022-08-11 13:08:12.734857448,2022-08-11 13:23:55.266981
1878,2022-08-11 13:11:56.329793180,2022-08-11 13:24:28.008411
1879,2022-08-11 13:18:43.980105955,2022-08-11 13:31:51.707298
1880,2022-08-11 13:28:57.293887728,2022-08-11 13:44:04.482239
1881,2022-08-11 13:35:50.515532803,2022-08-11 13:48:52.236611
1882,2022-08-11 13:38:31.431810074,2022-08-11 13:52:24.077468
1883,2022-08-11 13:39:47.184981526,2022-08-11 13:54:07.259484
1884,2022-08-11 13:49:57.667413484,2022-08-11 14:00:46.301007
1885,2022-08-11 13:51:24.046909085,2022-08-11 14:04:35.634561
1886,2022-08-11 13:51:41.575744448,2022-08-11 14:03:55.386957
1887,2022-08-11 13:54:39.322403325,2022-08-11 14:11:07.940010
1888,2022-08-11 13:58:25.340203861,2022-08-11 14:11:39.526823
1889,2022-08-11 14:00:49.082511201,2022-08-11 14:17:18.483905
1890,2022-08-11 14:01:36.939836597,2022-08-11 14:13:53.848695
1891,2022-08-11 14:04:16.157716882,2022-08-11 14:17:39.354645
1892,2022-08-11 14:17:42.678448175,2022-08-11 14:29:14.258149
1893,2022-08-11 14:17:55.869894641,2022-08-11 14:31:07.095870
1894,2022-08-11 14:34:15.698602107,2022-08-11 14:48:28.147409
1895,2022-08-11 14:45:56.335474256,2022-08-11 15:03:10.987621
1896,2022-08-11 14:57:28.419160735,2022-08-11 15:12:14.146091
1897,2022-08-11 15:07:07.868367063,2022-08-11 15:22:46.097959
1898,2022-08-11 15:07:35.797305397,2022-08-11 15:21:02.987019
1899,2022-08-11 15:17:22.368525804,2022-08-11 15:29:41.446861
1900,2022-08-11 15:30:19.891431436,2022-08-11 15:42:14.250986
1901,2022-08-11 15:31:06.438273870,2022-08-11 15:44:43.426663
1902,2022-08-11 15:35:09.154011277,2022-08-11 15:47:36.048241
1903,2022-08-11 15:36:55.062000684,2022-08-11 15:50:15.055311
1904,2022-08-11 15:50:06.158345045,2022-08-11 16:03:23.807299
1905,2022-08-11 15:52:28.247907536,2022-08-11 16:05:24.404684
1906,2022-08-11 15:55:54.897632864,2022-08-11 16:10:20.317633
1907,2022-08-11 15:59:38.386714648,2022-08-11 16:14:48.606601
1908,2022-08-11 15:59:57.672226610,2022-08-11 16:11:52.549530
1909,2022-08-11 16:01:39.771275083,2022-08-11 16:19:13.642872
1910,2022-08-11 16:02:26.055363000,2022-08-11 16:21:37.629924
1911,2022-08-11 16:03:37.344833040,2022-08-11 16:18:24.136867
1912,2022-08-11 16:04:28.013346566,2022-08-11 16:17:44.001946
1913,2022-08-11 16:09:30.055819307,2022-08-11 16:21:36.441524
1914,2022-08-11 16:11:26.952601487,2022-08-11 16:27:51.043626
1915,2022-08-11 16:14:26.200591564,2022-08-11 16:28:41.084154
1916,2022-08-11 16:16:32.566745135,2022-08-11 16:36:29.658870
1917,2022-08-11 16:16:59.192290966,2022-08-11 16:35:31.946567
1918,2022-08-11 16:21:35.616373200,2022-08-11 16:38:48.955053
1919,2022-08-11 16:24:13.411160018,2022-08-11 16:45:13.339003
1920,2022-08-11 16:25:30.139805009,2022-08-11 16:46:17.079434
1921,2022-08-11 16:27:29.862486231,2022-08-11 16:42:12.848572
1922,2022-08-11 16:30:33.340101624,2022-08-11 16:46:25.726422
1923,2022-08-11 16:44:23.825993874,2022-08-11 16:56:57.483824
1924,2022-08-11 16:46:27.961685313,2022-08-11 16:59:23.862447
1925,2022-08-11 16:52:28.611586475,2022-08-11 17:11:03.430640
1926,2022-08-11 16:59:05.213450875,2022-08-11 17:13:44.362921
1927,2022-08-11 17:06:02.984381526,2022-08-11 17:19:31.717878
1928,2022-08-11 17:06:44.997371270,2022-08-11 17:21:30.751113
1929,2022-08-11 17:18:00.997423173,2022-08-11 17:32:04.492690
1930,2022-08-11 17:22:25.750789523,2022-08-11 17:39:16.044629
1931,2022-08-11 17:22:36.278337885,2022-08-11 17:38:25.785260
1932,2022-08-11 17:28:03.162630085,2022-08-11 17:40:38.850175
1933,2022-08-11 17:31:53.080605792,2022-08-11 17:46:58.635880
1934,2022-08-11 17:34:13.066270806,2022-08-11 17:49:05.796522
1935,2022-08-11 17:35:47.830646704,2022-08-11 17:50:11.155780
1936,2022-08-11 17:37:47.711329729,2022-08-11 17:51:46.225883
1937,2022-08-11 17:43:12.223674207,2022-08-11 17:53:03.102860
1938,2022-08-11 17:48:36.260338338,2022-08-11 18:00:39.051110
1939,2022-08-11 17:48:48.193473620,2022-08-11 18:04:14.888315
1940,2022-08-11 17:51:34.072730858,2022-08-11 18:03:26.016818
1941,2022-08-11 17:51:35.354729601,2022-08-11 18:03:35.417483
1942,2022-08-11 17:56:40.085770817,2022-08-11 18:10:03.578734
1943,2022-08-11 17:58:38.935222732,2022-08-11 18:13:21.939136
1944,2022-08-11 18:07:24.340849873,2022-08-11 18:19:56.948976
1945,2022-08-11 18:08:14.641594671,2022-08-11 18:20:05.643929
1946,2022-08-11 18:10:08.754373160,2022-08-11 18:24:22.743555
1947,2022-08-11 18:10:25.170434287,2022-08-11 18:24:30.224895
